Mod:Item:MetaData, Localized Name
ExtraTiC:frypanHead:190, Signalum Pan Head
ExtraTiC:frypanHead:191, Lumium Pan Head
ExtraTiC:fullGuard:134, Bloodwood Full Guard
ExtraTiC:fullGuard:135, Darkwood Full Guard
ExtraTiC:fullGuard:136, Fusewood Full Guard
ExtraTiC:fullGuard:137, Ghostwood Full Guard
ExtraTiC:fullGuard:138, Nether Quartz Full Guard
ExtraTiC:fullGuard:139, Refined Glowstone Full Guard
ExtraTiC:fullGuard:140, Osmium Full Guard
ExtraTiC:fullGuard:141, Pokefennium Full Guard
ExtraTiC:fullGuard:142, Fairy Full Guard
ExtraTiC:fullGuard:143, Certus Quartz Full Guard
ExtraTiC:fullGuard:2000, Constantan Full Guard
ExtraTiC:fullGuard:145, Manasteel Full Guard
ExtraTiC:fullGuard:146, Terrasteel Full Guard
ExtraTiC:fullGuard:147, Elementium Full Guard
ExtraTiC:fullGuard:160, Fiery Full Guard
ExtraTiC:fullGuard:161, Ironwood Full Guard
ExtraTiC:fullGuard:162, KnightMetal Full Guard
ExtraTiC:fullGuard:163, Steelleaf Full Guard
ExtraTiC:fullGuard:164, Amethyst Full Guard
ExtraTiC:fullGuard:165, Peridot Full Guard
ExtraTiC:fullGuard:166, Ruby Full Guard
ExtraTiC:fullGuard:167, Sapphire Full Guard
ExtraTiC:fullGuard:171, Dark Steel Full Guard
ExtraTiC:fullGuard:172, Void Metal Full Guard
ExtraTiC:fullGuard:173, RedAurum Full Guard
ExtraTiC:fullGuard:180, Glue Full Guard
ExtraTiC:fullGuard:181, Yellorium Full Guard
ExtraTiC:fullGuard:182, Cyanite Full Guard
ExtraTiC:fullGuard:183, Blutonium Full Guard
ExtraTiC:fullGuard:184, Ludicrite Full Guard
ExtraTiC:fullGuard:185, Bedrockium Full Guard
ExtraTiC:fullGuard:186, Tear Jerker Full Guard
ExtraTiC:fullGuard:189, Enderium Full Guard
ExtraTiC:fullGuard:126, Mithril Full Guard
ExtraTiC:fullGuard:190, Signalum Full Guard
ExtraTiC:fullGuard:191, Lumium Full Guard
ExtraTiC:hammerHead:134, Bloodwood Hammer Head
ExtraTiC:hammerHead:135, Darkwood Hammer Head
ExtraTiC:hammerHead:136, Fusewood Hammer Head
ExtraTiC:hammerHead:137, Ghostwood Hammer Head
ExtraTiC:hammerHead:138, Nether Quartz Hammer Head
ExtraTiC:hammerHead:139, Refined Glowstone Hammer Head
ExtraTiC:hammerHead:140, Osmium Hammer Head
ExtraTiC:hammerHead:141, Pokefennium Hammer Head
ExtraTiC:hammerHead:142, Fairy Hammer Head
ExtraTiC:hammerHead:143, Certus Quartz Hammer Head
ExtraTiC:hammerHead:2000, Constantan Hammer Head
ExtraTiC:hammerHead:145, Manasteel Hammer Head
ExtraTiC:hammerHead:146, Terrasteel Hammer Head
ExtraTiC:hammerHead:147, Elementium Hammer Head
ExtraTiC:hammerHead:160, Fiery Hammer Head
ExtraTiC:hammerHead:161, Ironwood Hammer Head
ExtraTiC:hammerHead:162, KnightMetal Hammer Head
ExtraTiC:hammerHead:163, Steelleaf Hammer Head
ExtraTiC:hammerHead:164, Amethyst Hammer Head
ExtraTiC:hammerHead:165, Peridot Hammer Head
ExtraTiC:hammerHead:166, Ruby Hammer Head
ExtraTiC:hammerHead:167, Sapphire Hammer Head
ExtraTiC:hammerHead:171, Dark Steel Hammer Head
ExtraTiC:hammerHead:172, Void Metal Hammer Head
ExtraTiC:hammerHead:173, RedAurum Hammer Head
ExtraTiC:hammerHead:180, Glue Hammer Head
ExtraTiC:hammerHead:181, Yellorium Hammer Head
ExtraTiC:hammerHead:182, Cyanite Hammer Head
ExtraTiC:hammerHead:183, Blutonium Hammer Head
ExtraTiC:hammerHead:184, Ludicrite Hammer Head
ExtraTiC:hammerHead:185, Bedrockium Hammer Head
ExtraTiC:hammerHead:186, Tear Jerker Hammer Head
ExtraTiC:hammerHead:189, Enderium Hammer Head
ExtraTiC:hammerHead:126, Mithril Hammer Head
ExtraTiC:hammerHead:190, Signalum Hammer Head
ExtraTiC:hammerHead:191, Lumium Hammer Head
ExtraTiC:knifeBlade:134, Bloodwood Knife Blade
ExtraTiC:knifeBlade:135, Darkwood Knife Blade
ExtraTiC:knifeBlade:136, Fusewood Knife Blade
ExtraTiC:knifeBlade:137, Ghostwood Knife Blade
ExtraTiC:knifeBlade:138, Nether Quartz Knife Blade
ExtraTiC:knifeBlade:139, Refined Glowstone Knife Blade
ExtraTiC:knifeBlade:140, Osmium Knife Blade
ExtraTiC:knifeBlade:141, Pokefennium Knife Blade
ExtraTiC:knifeBlade:142, Fairy Knife Blade
ExtraTiC:knifeBlade:143, Certus Quartz Knife Blade
ExtraTiC:knifeBlade:2000, Constantan Knife Blade
ExtraTiC:knifeBlade:145, Manasteel Knife Blade
ExtraTiC:knifeBlade:146, Terrasteel Knife Blade
ExtraTiC:knifeBlade:147, Elementium Knife Blade
ExtraTiC:knifeBlade:160, Fiery Knife Blade
ExtraTiC:knifeBlade:161, Ironwood Knife Blade
ExtraTiC:knifeBlade:162, KnightMetal Knife Blade
ExtraTiC:knifeBlade:163, Steelleaf Knife Blade
ExtraTiC:knifeBlade:164, Amethyst Knife Blade
ExtraTiC:knifeBlade:165, Peridot Knife Blade
ExtraTiC:knifeBlade:166, Ruby Knife Blade
ExtraTiC:knifeBlade:167, Sapphire Knife Blade
ExtraTiC:knifeBlade:171, Dark Steel Knife Blade
ExtraTiC:knifeBlade:172, Void Metal Knife Blade
ExtraTiC:knifeBlade:173, RedAurum Knife Blade
ExtraTiC:knifeBlade:180, Glue Knife Blade
ExtraTiC:knifeBlade:181, Yellorium Knife Blade
ExtraTiC:knifeBlade:182, Cyanite Knife Blade
ExtraTiC:knifeBlade:183, Blutonium Knife Blade
ExtraTiC:knifeBlade:184, Ludicrite Knife Blade
ExtraTiC:knifeBlade:185, Bedrockium Knife Blade
ExtraTiC:knifeBlade:186, Tear Jerker Knife Blade
ExtraTiC:knifeBlade:189, Enderium Knife Blade
ExtraTiC:knifeBlade:126, Mithril Knife Blade
ExtraTiC:knifeBlade:190, Signalum Knife Blade
ExtraTiC:knifeBlade:191, Lumium Knife Blade
ExtraTiC:largeGuard:134, Bloodwood Large Guard
ExtraTiC:largeGuard:135, Darkwood Large Guard
ExtraTiC:largeGuard:136, Fusewood Large Guard
ExtraTiC:largeGuard:137, Ghostwood Large Guard
ExtraTiC:largeGuard:138, Nether Quartz Large Guard
ExtraTiC:largeGuard:139, Refined Glowstone Large Guard
ExtraTiC:largeGuard:140, Osmium Large Guard
ExtraTiC:largeGuard:141, Pokefennium Large Guard
ExtraTiC:largeGuard:142, Fairy Large Guard
ExtraTiC:largeGuard:143, Certus Quartz Large Guard
ExtraTiC:largeGuard:2000, Constantan Large Guard
ExtraTiC:largeGuard:145, Manasteel Large Guard
ExtraTiC:largeGuard:146, Terrasteel Large Guard
ExtraTiC:largeGuard:147, Elementium Large Guard
ExtraTiC:largeGuard:160, Fiery Large Guard
ExtraTiC:largeGuard:161, Ironwood Large Guard
ExtraTiC:largeGuard:162, KnightMetal Large Guard
ExtraTiC:largeGuard:163, Steelleaf Large Guard
ExtraTiC:largeGuard:164, Amethyst Large Guard
ExtraTiC:largeGuard:165, Peridot Large Guard
ExtraTiC:largeGuard:166, Ruby Large Guard
ExtraTiC:largeGuard:167, Sapphire Large Guard
ExtraTiC:largeGuard:171, Dark Steel Large Guard
ExtraTiC:largeGuard:172, Void Metal Large Guard
ExtraTiC:largeGuard:173, RedAurum Large Guard
ExtraTiC:largeGuard:180, Glue Large Guard
ExtraTiC:largeGuard:181, Yellorium Large Guard
ExtraTiC:largeGuard:182, Cyanite Large Guard
ExtraTiC:largeGuard:183, Blutonium Large Guard
ExtraTiC:largeGuard:184, Ludicrite Large Guard
ExtraTiC:largeGuard:185, Bedrockium Large Guard
ExtraTiC:largeGuard:186, Tear Jerker Large Guard
ExtraTiC:largeGuard:189, Enderium Large Guard
ExtraTiC:largeGuard:126, Mithril Large Guard
ExtraTiC:largeGuard:190, Signalum Large Guard
ExtraTiC:largeGuard:191, Lumium Large Guard
ExtraTiC:largeSwordBlade:134, Bloodwood Large Sword Blade
ExtraTiC:largeSwordBlade:135, Darkwood Large Sword Blade
ExtraTiC:largeSwordBlade:136, Fusewood Large Sword Blade
ExtraTiC:largeSwordBlade:137, Ghostwood Large Sword Blade
ExtraTiC:largeSwordBlade:138, Nether Quartz Large Sword Blade
ExtraTiC:largeSwordBlade:139, Refined Glowstone Large Sword Blade
ExtraTiC:largeSwordBlade:140, Osmium Large Sword Blade
ExtraTiC:largeSwordBlade:141, Pokefennium Large Sword Blade
ExtraTiC:largeSwordBlade:142, Fairy Large Sword Blade
ExtraTiC:largeSwordBlade:143, Certus Quartz Large Sword Blade
ExtraTiC:largeSwordBlade:2000, Constantan Large Sword Blade
ExtraTiC:largeSwordBlade:145, Manasteel Large Sword Blade
ExtraTiC:largeSwordBlade:146, Terrasteel Large Sword Blade
ExtraTiC:largeSwordBlade:147, Elementium Large Sword Blade
ExtraTiC:largeSwordBlade:160, Fiery Large Sword Blade
ExtraTiC:largeSwordBlade:161, Ironwood Large Sword Blade
ExtraTiC:largeSwordBlade:162, KnightMetal Large Sword Blade
ExtraTiC:largeSwordBlade:163, Steelleaf Large Sword Blade
ExtraTiC:largeSwordBlade:164, Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:165, Peridot Large Sword Blade
ExtraTiC:largeSwordBlade:166, Ruby Large Sword Blade
ExtraTiC:largeSwordBlade:167, Sapphire Large Sword Blade
ExtraTiC:largeSwordBlade:171, Dark Steel Large Sword Blade
ExtraTiC:largeSwordBlade:172, Void Metal Large Sword Blade
ExtraTiC:largeSwordBlade:173, RedAurum Large Sword Blade
ExtraTiC:largeSwordBlade:180, Glue Large Sword Blade
ExtraTiC:largeSwordBlade:181, Yellorium Large Sword Blade
ExtraTiC:largeSwordBlade:182, Cyanite Large Sword Blade
ExtraTiC:largeSwordBlade:183, Blutonium Large Sword Blade
ExtraTiC:largeSwordBlade:184, Ludicrite Large Sword Blade
ExtraTiC:largeSwordBlade:185, Bedrockium Large Sword Blade
ExtraTiC:largeSwordBlade:186, Tear Jerker Large Sword Blade
ExtraTiC:largeSwordBlade:189, Enderium Large Sword Blade
ExtraTiC:largeSwordBlade:126, Mithril Large Sword Blade
ExtraTiC:largeSwordBlade:190, Signalum Large Sword Blade
ExtraTiC:largeSwordBlade:191, Lumium Large Sword Blade
ExtraTiC:largeplate:134, Bloodwood Large Plate
ExtraTiC:largeplate:135, Darkwood Large Plate
ExtraTiC:largeplate:136, Fusewood Large Plate
ExtraTiC:largeplate:137, Ghostwood Large Plate
ExtraTiC:largeplate:138, Nether Quartz Large Plate
ExtraTiC:largeplate:139, Refined Glowstone Large Plate
ExtraTiC:largeplate:140, Osmium Large Plate
ExtraTiC:largeplate:141, Pokefennium Large Plate
ExtraTiC:largeplate:142, Fairy Large Plate
ExtraTiC:largeplate:143, Certus Quartz Large Plate
ExtraTiC:largeplate:2000, Constantan Large Plate
ExtraTiC:largeplate:145, Manasteel Large Plate
ExtraTiC:largeplate:146, Terrasteel Large Plate
ExtraTiC:largeplate:147, Elementium Large Plate
ExtraTiC:largeplate:160, Fiery Large Plate
ExtraTiC:largeplate:161, Ironwood Large Plate
ExtraTiC:largeplate:162, KnightMetal Large Plate
ExtraTiC:largeplate:163, Steelleaf Large Plate
ExtraTiC:largeplate:164, Amethyst Large Plate
ExtraTiC:largeplate:165, Peridot Large Plate
ExtraTiC:largeplate:166, Ruby Large Plate
ExtraTiC:largeplate:167, Sapphire Large Plate
ExtraTiC:largeplate:171, Dark Steel Large Plate
ExtraTiC:largeplate:172, Void Metal Large Plate
ExtraTiC:largeplate:173, RedAurum Large Plate
ExtraTiC:largeplate:180, Glue Large Plate
ExtraTiC:largeplate:181, Yellorium Large Plate
ExtraTiC:largeplate:182, Cyanite Large Plate
ExtraTiC:largeplate:183, Blutonium Large Plate
ExtraTiC:largeplate:184, Ludicrite Large Plate
ExtraTiC:largeplate:185, Bedrockium Large Plate
ExtraTiC:largeplate:186, Tear Jerker Large Plate
ExtraTiC:largeplate:189, Enderium Large Plate
ExtraTiC:largeplate:126, Mithril Large Plate
ExtraTiC:largeplate:190, Signalum Large Plate
ExtraTiC:largeplate:191, Lumium Large Plate
ExtraTiC:lumberaxeHead:134, Bloodwood Broad Axe Head
ExtraTiC:lumberaxeHead:135, Darkwood Broad Axe Head
ExtraTiC:lumberaxeHead:136, Fusewood Broad Axe Head
ExtraTiC:lumberaxeHead:137, Ghostwood Broad Axe Head
ExtraTiC:lumberaxeHead:138, Nether Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:139, Refined Glowstone Broad Axe Head
ExtraTiC:lumberaxeHead:140, Osmium Broad Axe Head
ExtraTiC:lumberaxeHead:141, Pokefennium Broad Axe Head
ExtraTiC:lumberaxeHead:142, Fairy Broad Axe Head
ExtraTiC:lumberaxeHead:143, Certus Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:2000, Constantan Broad Axe Head
ExtraTiC:lumberaxeHead:145, Manasteel Broad Axe Head
ExtraTiC:lumberaxeHead:146, Terrasteel Broad Axe Head
ExtraTiC:lumberaxeHead:147, Elementium Broad Axe Head
ExtraTiC:lumberaxeHead:160, Fiery Broad Axe Head
ExtraTiC:lumberaxeHead:161, Ironwood Broad Axe Head
ExtraTiC:lumberaxeHead:162, KnightMetal Broad Axe Head
ExtraTiC:lumberaxeHead:163, Steelleaf Broad Axe Head
ExtraTiC:lumberaxeHead:164, Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:165, Peridot Broad Axe Head
ExtraTiC:lumberaxeHead:166, Ruby Broad Axe Head
ExtraTiC:lumberaxeHead:167, Sapphire Broad Axe Head
ExtraTiC:lumberaxeHead:171, Dark Steel Broad Axe Head
ExtraTiC:lumberaxeHead:172, Void Metal Broad Axe Head
ExtraTiC:lumberaxeHead:173, RedAurum Broad Axe Head
ExtraTiC:lumberaxeHead:180, Glue Broad Axe Head
ExtraTiC:lumberaxeHead:181, Yellorium Broad Axe Head
ExtraTiC:lumberaxeHead:182, Cyanite Broad Axe Head
ExtraTiC:lumberaxeHead:183, Blutonium Broad Axe Head
ExtraTiC:lumberaxeHead:184, Ludicrite Broad Axe Head
ExtraTiC:lumberaxeHead:185, Bedrockium Broad Axe Head
ExtraTiC:lumberaxeHead:186, Tear Jerker Broad Axe Head
ExtraTiC:lumberaxeHead:189, Enderium Broad Axe Head
ExtraTiC:lumberaxeHead:126, Mithril Broad Axe Head
ExtraTiC:lumberaxeHead:190, Signalum Broad Axe Head
ExtraTiC:lumberaxeHead:191, Lumium Broad Axe Head
ExtraTiC:mediumGuard:134, Bloodwood Medium Guard
ExtraTiC:mediumGuard:135, Darkwood Medium Guard
ExtraTiC:mediumGuard:136, Fusewood Medium Guard
ExtraTiC:mediumGuard:137, Ghostwood Medium Guard
ExtraTiC:mediumGuard:138, Nether Quartz Medium Guard
ExtraTiC:mediumGuard:139, Refined Glowstone Medium Guard
ExtraTiC:mediumGuard:140, Osmium Medium Guard
ExtraTiC:mediumGuard:141, Pokefennium Medium Guard
ExtraTiC:mediumGuard:142, Fairy Medium Guard
ExtraTiC:mediumGuard:143, Certus Quartz Medium Guard
ExtraTiC:mediumGuard:2000, Constantan Medium Guard
ExtraTiC:mediumGuard:145, Manasteel Medium Guard
ExtraTiC:mediumGuard:146, Terrasteel Medium Guard
ExtraTiC:mediumGuard:147, Elementium Medium Guard
ExtraTiC:mediumGuard:160, Fiery Medium Guard
ExtraTiC:mediumGuard:161, Ironwood Medium Guard
ExtraTiC:mediumGuard:162, KnightMetal Medium Guard
ExtraTiC:mediumGuard:163, Steelleaf Medium Guard
ExtraTiC:mediumGuard:164, Amethyst Medium Guard
ExtraTiC:mediumGuard:165, Peridot Medium Guard
ExtraTiC:mediumGuard:166, Ruby Medium Guard
ExtraTiC:mediumGuard:167, Sapphire Medium Guard
ExtraTiC:mediumGuard:171, Dark Steel Medium Guard
ExtraTiC:mediumGuard:172, Void Metal Medium Guard
ExtraTiC:mediumGuard:173, RedAurum Medium Guard
ExtraTiC:mediumGuard:180, Glue Medium Guard
ExtraTiC:mediumGuard:181, Yellorium Medium Guard
ExtraTiC:mediumGuard:182, Cyanite Medium Guard
ExtraTiC:mediumGuard:183, Blutonium Medium Guard
ExtraTiC:mediumGuard:184, Ludicrite Medium Guard
ExtraTiC:mediumGuard:185, Bedrockium Medium Guard
ExtraTiC:mediumGuard:186, Tear Jerker Medium Guard
ExtraTiC:mediumGuard:189, Enderium Medium Guard
ExtraTiC:mediumGuard:126, Mithril Medium Guard
ExtraTiC:mediumGuard:190, Signalum Medium Guard
ExtraTiC:mediumGuard:191, Lumium Medium Guard
ExtraTiC:pickaxeHead:134, Bloodwood Pickaxe Head
ExtraTiC:pickaxeHead:135, Darkwood Pickaxe Head
ExtraTiC:pickaxeHead:136, Fusewood Pickaxe Head
ExtraTiC:pickaxeHead:137, Ghostwood Pickaxe Head
ExtraTiC:pickaxeHead:138, Nether Quartz Pickaxe Head
ExtraTiC:pickaxeHead:139, Refined Glowstone Pickaxe Head
ExtraTiC:pickaxeHead:140, Osmium Pickaxe Head
ExtraTiC:pickaxeHead:141, Pokefennium Pickaxe Head
ExtraTiC:pickaxeHead:142, Fairy Pickaxe Head
ExtraTiC:pickaxeHead:143, Certus Quartz Pickaxe Head
ExtraTiC:pickaxeHead:2000, Constantan Pickaxe Head
ExtraTiC:pickaxeHead:145, Manasteel Pickaxe Head
ExtraTiC:pickaxeHead:146, Terrasteel Pickaxe Head
ExtraTiC:pickaxeHead:147, Elementium Pickaxe Head
ExtraTiC:pickaxeHead:160, Fiery Pickaxe Head
ExtraTiC:pickaxeHead:161, Ironwood Pickaxe Head
ExtraTiC:pickaxeHead:162, KnightMetal Pickaxe Head
ExtraTiC:pickaxeHead:163, Steelleaf Pickaxe Head
ExtraTiC:pickaxeHead:164, Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:165, Peridot Pickaxe Head
ExtraTiC:pickaxeHead:166, Ruby Pickaxe Head
ExtraTiC:pickaxeHead:167, Sapphire Pickaxe Head
ExtraTiC:pickaxeHead:171, Dark Steel Pickaxe Head
ExtraTiC:pickaxeHead:172, Void Metal Pickaxe Head
ExtraTiC:pickaxeHead:173, RedAurum Pickaxe Head
ExtraTiC:pickaxeHead:180, Glue Pickaxe Head
ExtraTiC:pickaxeHead:181, Yellorium Pickaxe Head
ExtraTiC:pickaxeHead:182, Cyanite Pickaxe Head
ExtraTiC:pickaxeHead:183, Blutonium Pickaxe Head
ExtraTiC:pickaxeHead:184, Ludicrite Pickaxe Head
ExtraTiC:pickaxeHead:185, Bedrockium Pickaxe Head
ExtraTiC:pickaxeHead:186, Tear Jerker Pickaxe Head
ExtraTiC:pickaxeHead:189, Enderium Pickaxe Head
ExtraTiC:pickaxeHead:126, Mithril Pickaxe Head
ExtraTiC:pickaxeHead:190, Signalum Pickaxe Head
ExtraTiC:pickaxeHead:191, Lumium Pickaxe Head
ExtraTiC:scytheHead:134, Bloodwood Scythe Head
ExtraTiC:scytheHead:135, Darkwood Scythe Head
ExtraTiC:scytheHead:136, Fusewood Scythe Head
ExtraTiC:scytheHead:137, Ghostwood Scythe Head
ExtraTiC:scytheHead:138, Nether Quartz Scythe Head
ExtraTiC:scytheHead:139, Refined Glowstone Scythe Head
ExtraTiC:scytheHead:140, Osmium Scythe Head
ExtraTiC:scytheHead:141, Pokefennium Scythe Head
ExtraTiC:scytheHead:142, Fairy Scythe Head
ExtraTiC:scytheHead:143, Certus Quartz Scythe Head
ExtraTiC:scytheHead:2000, Constantan Scythe Head
ExtraTiC:scytheHead:145, Manasteel Scythe Head
ExtraTiC:scytheHead:146, Terrasteel Scythe Head
ExtraTiC:scytheHead:147, Elementium Scythe Head
ExtraTiC:scytheHead:160, Fiery Scythe Head
ExtraTiC:scytheHead:161, Ironwood Scythe Head
ExtraTiC:scytheHead:162, KnightMetal Scythe Head
ExtraTiC:scytheHead:163, Steelleaf Scythe Head
ExtraTiC:scytheHead:164, Amethyst Scythe Head
ExtraTiC:scytheHead:165, Peridot Scythe Head
ExtraTiC:scytheHead:166, Ruby Scythe Head
ExtraTiC:scytheHead:167, Sapphire Scythe Head
ExtraTiC:scytheHead:171, Dark Steel Scythe Head
ExtraTiC:scytheHead:172, Void Metal Scythe Head
ExtraTiC:scytheHead:173, RedAurum Scythe Head
ExtraTiC:scytheHead:180, Glue Scythe Head
ExtraTiC:scytheHead:181, Yellorium Scythe Head
ExtraTiC:scytheHead:182, Cyanite Scythe Head
ExtraTiC:scytheHead:183, Blutonium Scythe Head
ExtraTiC:scytheHead:184, Ludicrite Scythe Head
ExtraTiC:scytheHead:185, Bedrockium Scythe Head
ExtraTiC:scytheHead:186, Tear Jerker Scythe Head
ExtraTiC:scytheHead:189, Enderium Scythe Head
ExtraTiC:scytheHead:126, Mithril Scythe Head
ExtraTiC:scytheHead:190, Signalum Scythe Head
ExtraTiC:scytheHead:191, Lumium Scythe Head
ExtraTiC:shovelHead:134, Bloodwood Shovel Head
ExtraTiC:shovelHead:135, Darkwood Shovel Head
ExtraTiC:shovelHead:136, Fusewood Shovel Head
ExtraTiC:shovelHead:137, Ghostwood Shovel Head
ExtraTiC:shovelHead:138, Nether Quartz Shovel Head
ExtraTiC:shovelHead:139, Refined Glowstone Shovel Head
ExtraTiC:shovelHead:140, Osmium Shovel Head
ExtraTiC:shovelHead:141, Pokefennium Shovel Head
ExtraTiC:shovelHead:142, Fairy Shovel Head
ExtraTiC:shovelHead:143, Certus Quartz Shovel Head
ExtraTiC:shovelHead:2000, Constantan Shovel Head
ExtraTiC:shovelHead:145, Manasteel Shovel Head
ExtraTiC:shovelHead:146, Terrasteel Shovel Head
ExtraTiC:shovelHead:147, Elementium Shovel Head
ExtraTiC:shovelHead:160, Fiery Shovel Head
ExtraTiC:shovelHead:161, Ironwood Shovel Head
ExtraTiC:shovelHead:162, KnightMetal Shovel Head
ExtraTiC:shovelHead:163, Steelleaf Shovel Head
ExtraTiC:shovelHead:164, Amethyst Shovel Head
ExtraTiC:shovelHead:165, Peridot Shovel Head
ExtraTiC:shovelHead:166, Ruby Shovel Head
ExtraTiC:shovelHead:167, Sapphire Shovel Head
ExtraTiC:shovelHead:171, Dark Steel Shovel Head
ExtraTiC:shovelHead:172, Void Metal Shovel Head
ExtraTiC:shovelHead:173, RedAurum Shovel Head
ExtraTiC:shovelHead:180, Glue Shovel Head
ExtraTiC:shovelHead:181, Yellorium Shovel Head
ExtraTiC:shovelHead:182, Cyanite Shovel Head
ExtraTiC:shovelHead:183, Blutonium Shovel Head
ExtraTiC:shovelHead:184, Ludicrite Shovel Head
ExtraTiC:shovelHead:185, Bedrockium Shovel Head
ExtraTiC:shovelHead:186, Tear Jerker Shovel Head
ExtraTiC:shovelHead:189, Enderium Shovel Head
ExtraTiC:shovelHead:126, Mithril Shovel Head
ExtraTiC:shovelHead:190, Signalum Shovel Head
ExtraTiC:shovelHead:191, Lumium Shovel Head
ExtraTiC:swordBlade:134, Bloodwood Sword Blade
ExtraTiC:swordBlade:135, Darkwood Sword Blade
ExtraTiC:swordBlade:136, Fusewood Sword Blade
ExtraTiC:swordBlade:137, Ghostwood Sword Blade
ExtraTiC:swordBlade:138, Nether Quartz Sword Blade
ExtraTiC:swordBlade:139, Refined Glowstone Sword Blade
ExtraTiC:swordBlade:140, Osmium Sword Blade
ExtraTiC:swordBlade:141, Pokefennium Sword Blade
ExtraTiC:swordBlade:142, Fairy Sword Blade
ExtraTiC:swordBlade:143, Certus Quartz Sword Blade
ExtraTiC:swordBlade:2000, Constantan Sword Blade
ExtraTiC:swordBlade:145, Manasteel Sword Blade
ExtraTiC:swordBlade:146, Terrasteel Sword Blade
ExtraTiC:swordBlade:147, Elementium Sword Blade
ExtraTiC:swordBlade:160, Fiery Sword Blade
ExtraTiC:swordBlade:161, Ironwood Sword Blade
ExtraTiC:swordBlade:162, KnightMetal Sword Blade
ExtraTiC:swordBlade:163, Steelleaf Sword Blade
ExtraTiC:swordBlade:164, Amethyst Sword Blade
ExtraTiC:swordBlade:165, Peridot Sword Blade
ExtraTiC:swordBlade:166, Ruby Sword Blade
ExtraTiC:swordBlade:167, Sapphire Sword Blade
ExtraTiC:swordBlade:171, Dark Steel Sword Blade
ExtraTiC:swordBlade:172, Void Metal Sword Blade
ExtraTiC:swordBlade:173, RedAurum Sword Blade
ExtraTiC:swordBlade:180, Glue Sword Blade
ExtraTiC:swordBlade:181, Yellorium Sword Blade
ExtraTiC:swordBlade:182, Cyanite Sword Blade
ExtraTiC:swordBlade:183, Blutonium Sword Blade
ExtraTiC:swordBlade:184, Ludicrite Sword Blade
ExtraTiC:swordBlade:185, Bedrockium Sword Blade
ExtraTiC:swordBlade:186, Tear Jerker Sword Blade
ExtraTiC:swordBlade:189, Enderium Sword Blade
ExtraTiC:swordBlade:126, Mithril Sword Blade
ExtraTiC:swordBlade:190, Signalum Sword Blade
ExtraTiC:swordBlade:191, Lumium Sword Blade
ExtraTiC:toolrod:134, Bloodwood Tool Rod
ExtraTiC:toolrod:135, Darkwood Tool Rod
ExtraTiC:toolrod:136, Fusewood Tool Rod
ExtraTiC:toolrod:137, Ghostwood Tool Rod
ExtraTiC:toolrod:138, Nether Quartz Tool Rod
ExtraTiC:toolrod:139, Refined Glowstone Tool Rod
ExtraTiC:toolrod:140, Osmium Tool Rod
